Date,Tweets
10/31/2018,8468
11/1/2018,7678
11/2/2018,7999
11/3/2018,6256
11/4/2018,7597
11/5/2018,7488
11/6/2018,7415
11/7/2018,7949
11/8/2018,8729
11/9/2018,8879
11/10/2018,8780
11/11/2018,7069
11/12/2018,10383
11/13/2018,7892
11/14/2018,9446
11/15/2018,7922
11/16/2018,6018
11/17/2018,5891
11/18/2018,4941
11/19/2018,6800
11/20/2018,6639
11/21/2018,6214
11/22/2018,5709
11/23/2018,5971
11/24/2018,5387
11/25/2018,5090
11/26/2018,6607
11/27/2018,6232
11/28/2018,6651
11/29/2018,6296
11/30/2018,5172
12/1/2018,5182
12/2/2018,4054
12/3/2018,5647
12/4/2018,5846
12/5/2018,6799
12/6/2018,
12/7/2018,7960
12/8/2018,6119
12/9/2018,5542
12/10/2018,5193
12/11/2018,5051
12/12/2018,5114
12/13/2018,5936
12/14/2018,5193
12/15/2018,4054
12/16/2018,4175
12/17/2018,5563
12/18/2018,5622
12/19/2018,6555
12/20/2018,7404
12/21/2018,6817
12/22/2018,5356
12/23/2018,5561
12/24/2018,5624
12/25/2018,5484
12/26/2018,5472
12/27/2018,6689
12/28/2018,5983
12/29/2018,6636
12/30/2018,5866
12/31/2018,4953
1/1/2019,4259
1/2/2019,5770
1/3/2019,5651
1/4/2019,5716
1/5/2019,5306
1/6/2019,4943
1/7/2019,6101
1/8/2019,6291
1/9/2019,5529
1/10/2019,6232
1/11/2019,5170
1/12/2019,4277
1/13/2019,4805
1/14/2019,6104
1/15/2019,6858
1/16/2019,6989
1/17/2019,5989
1/18/2019,5142
1/19/2019,5088
1/20/2019,4623
1/21/2019,4532
1/22/2019,4875
1/23/2019,5182
1/24/2019,5977
1/25/2019,5519
1/26/2019,5476
1/27/2019,4601
1/28/2019,7092
1/29/2019,6104
1/30/2019,6534
1/31/2019,6358
2/1/2019,4182
2/2/2019,4623
2/3/2019,5250
2/4/2019,5596
2/5/2019,4877
2/6/2019,4763
2/7/2019,4724
2/8/2019,4644
2/9/2019,4551
2/10/2019,3650
2/11/2019,4699
2/12/2019,4456
2/13/2019,4972
2/14/2019,4997
2/15/2019,4579
2/16/2019,4190
2/17/2019,4412
2/18/2019,6086
2/19/2019,5261
2/20/2019,4891
2/21/2019,4536
2/22/2019,4460
2/23/2019,4337
2/24/2019,4832
2/25/2019,4930
2/26/2019,5000
2/27/2019,4974
2/28/2019,5382
3/1/2019,5025
3/2/2019,4409
3/3/2019,4186
3/4/2019,4843
3/5/2019,5141
3/6/2019,4923
3/7/2019,4484
3/8/2019,4431
3/9/2019,3751
3/10/2019,3626
3/11/2019,4751
3/12/2019,5027
3/13/2019,4509
3/14/2019,4392
3/15/2019,3875
3/16/2019,3520
3/17/2019,3346
3/18/2019,4349
3/19/2019,3994
3/20/2019,4495
3/21/2019,3953
3/22/2019,3844
3/23/2019,3887
3/24/2019,4063
3/25/2019,4249
3/26/2019,4494
3/27/2019,5019
3/28/2019,5239
3/29/2019,4597
3/30/2019,4592
3/31/2019,4025
4/1/2019,4524
4/2/2019,5067
4/3/2019,5145
4/4/2019,4443
4/5/2019,4036
4/6/2019,4592
4/7/2019,5369
4/8/2019,5941
4/9/2019,4382
4/10/2019,4450
4/11/2019,4765
4/12/2019,4508
4/13/2019,4030
4/14/2019,4302
4/15/2019,4433
4/16/2019,4830
4/17/2019,5906
4/18/2019,5855
4/19/2019,5033
4/20/2019,4939
4/21/2019,5636
4/22/2019,5821
4/23/2019,6310
4/24/2019,6588
4/25/2019,5783
4/26/2019,4559
4/27/2019,4344
4/28/2019,4347
4/29/2019,4426
4/30/2019,5642
5/1/2019,4946
5/2/2019,4366
5/3/2019,4840
5/4/2019,4598
5/5/2019,3989
5/6/2019,4825
5/7/2019,5495
5/8/2019,4816
5/9/2019,3830
5/10/2019,4272
5/11/2019,5644
5/12/2019,4824
5/13/2019,5181
5/14/2019,6042
5/15/2019,6138
5/16/2019,6416
5/17/2019,5501
5/18/2019,4450
5/19/2019,4568
5/20/2019,5212
5/21/2019,5154
5/22/2019,4842
5/23/2019,4888
5/24/2019,7457
5/25/2019,7118
5/26/2019,6179
5/27/2019,6215
5/28/2019,6006
5/29/2019,5514
5/30/2019,6116
5/31/2019,5013
6/1/2019,4189
6/2/2019,3724
6/3/2019,5160
6/4/2019,5116
6/5/2019,4563
6/6/2019,4234
6/7/2019,3814
6/8/2019,3583
6/9/2019,4142
6/10/2019,4615
6/11/2019,4973
6/12/2019,7642
6/13/2019,9811
6/14/2019,8100
6/15/2019,6299
6/16/2019,8700
6/17/2019,9308
6/18/2019,7346
6/19/2019,6837
6/20/2019,6487
6/21/2019,6497
6/22/2019,5988
6/23/2019,4915
6/24/2019,6423
6/25/2019,5481
6/26/2019,6915
6/27/2019,5920
6/28/2019,5910
6/29/2019,5903
6/30/2019,4817
7/1/2019,5281
7/2/2019,5333
7/3/2019,9184
7/4/2019,6762
7/5/2019,4967
7/6/2019,4356
7/7/2019,4347
7/8/2019,5804
7/9/2019,7138
7/10/2019,8031
7/11/2019,6569
7/12/2019,5919
7/13/2019,5733
7/14/2019,5176
7/15/2019,5909
7/16/2019,6359
7/17/2019,6507
7/18/2019,5894
7/19/2019,5372
7/20/2019,4475
7/21/2019,4397
7/22/2019,5911
7/23/2019,5467
7/24/2019,5089
7/25/2019,4969
7/26/2019,5190
7/27/2019,4250
7/28/2019,4264
7/29/2019,5350
7/30/2019,7717
7/31/2019,10191
8/1/2019,5972
8/2/2019,5265
8/3/2019,4363
8/4/2019,4009
8/5/2019,4908
8/6/2019,4725
8/7/2019,4853
8/8/2019,4482
8/9/2019,4081
8/10/2019,3650
8/11/2019,3638
8/12/2019,4050
8/13/2019,4449
8/14/2019,4277
8/15/2019,4256
8/16/2019,4367
8/17/2019,3748
8/18/2019,3685
8/19/2019,4546
8/20/2019,4244
8/21/2019,4269
8/22/2019,4324
8/23/2019,4246
8/24/2019,3679
8/25/2019,3400
8/26/2019,4377
8/27/2019,4440
8/28/2019,4817
8/29/2019,4515
8/30/2019,4258
8/31/2019,3330
9/1/2019,2905
9/2/2019,3703
9/3/2019,3571
9/4/2019,3783
9/5/2019,3841
9/6/2019,3601
9/7/2019,3396
9/8/2019,3290
9/9/2019,3667
9/10/2019,4014
9/11/2019,3854
9/12/2019,4229
9/13/2019,3865
9/14/2019,3397
9/15/2019,3606
9/16/2019,4515
9/17/2019,4583
9/18/2019,4314
9/19/2019,4520
9/20/2019,4428
9/21/2019,3540
9/22/2019,3226
9/23/2019,4044
9/24/2019,4297
9/25/2019,4238
9/26/2019,3938
9/27/2019,3882
9/28/2019,3516
9/29/2019,3650
9/30/2019,4510
10/1/2019,3797
10/2/2019,3513
10/3/2019,3434
10/4/2019,3327
10/5/2019,3532
10/6/2019,3141
10/7/2019,4045
10/8/2019,4242
10/9/2019,4426
10/10/2019,4622
10/11/2019,4516
10/12/2019,3769
10/13/2019,3706
10/14/2019,4193
10/15/2019,4525
10/16/2019,3991
10/17/2019,3714
10/18/2019,3365
10/19/2019,3221
10/20/2019,3403
10/21/2019,3275
10/22/2019,3874
10/23/2019,3813
10/24/2019,3751
10/25/2019,3962
10/26/2019,3715
10/27/2019,3129
10/28/2019,3710
10/29/2019,4693
10/30/2019,4088
10/31/2019,4026
11/1/2019,3420
11/2/2019,3428
11/3/2019,3582
11/4/2019,4158
11/5/2019,3882
11/6/2019,4159
11/7/2019,3422
11/8/2019,3196
11/9/2019,3074
11/10/2019,3065
11/11/2019,3789
11/12/2019,3573
11/13/2019,3679
11/14/2019,3658
11/15/2019,4035
11/16/2019,3536
11/17/2019,3272
11/18/2019,3759
11/19/2019,5559
11/20/2019,4708
11/21/2019,4012
11/22/2019,4443
11/23/2019,3602
11/24/2019,3232
11/25/2019,3348
11/26/2019,3539
11/27/2019,4156
11/28/2019,3137
11/29/2019,3912
11/30/2019,3119
12/1/2019,3174
12/2/2019,3678
12/3/2019,3741
12/4/2019,3638
12/5/2019,3433
12/6/2019,3141
12/7/2019,3203
12/8/2019,3404
12/9/2019,3592
12/10/2019,3201
12/11/2019,3254
12/12/2019,3032
12/13/2019,3068
12/14/2019,2683
12/15/2019,2489
12/16/2019,2995
12/17/2019,2816
12/18/2019,3134
12/19/2019,3075
12/20/2019,2523
12/21/2019,2329
12/22/2019,2571
12/23/2019,2693
12/24/2019,2466
12/25/2019,2463
12/26/2019,3040
12/27/2019,2923
12/28/2019,2605
12/29/2019,2505
12/30/2019,2799
12/31/2019,2418
1/1/2020,2161
1/2/2020,3019
1/3/2020,2750
1/4/2020,2250
1/5/2020,2321
1/6/2020,2762
1/7/2020,2861
1/8/2020,2647
1/9/2020,3260
1/10/2020,3759
1/11/2020,2808
1/12/2020,2602
1/13/2020,3126
1/14/2020,3585
1/15/2020,3644
1/16/2020,3536
1/17/2020,3482
1/18/2020,3331
1/19/2020,3264
1/20/2020,3912
1/21/2020,4214
1/22/2020,3625
1/23/2020,3629
1/24/2020,3076
1/25/2020,2930
1/26/2020,2833
1/27/2020,3146
1/28/2020,3951
1/29/2020,3844
1/30/2020,3928
1/31/2020,3507
2/1/2020,3298
2/2/2020,3924
2/3/2020,4094
2/4/2020,3989
2/5/2020,4835
2/6/2020,4277
2/7/2020,4363
2/8/2020,3934
2/9/2020,4307
2/10/2020,3940
2/11/2020,4876
2/12/2020,5840
2/13/2020,6045
2/14/2020,3995
2/15/2020,3712
2/16/2020,3174
2/17/2020,4413
2/18/2020,5403
2/19/2020,4294
2/20/2020,4128
2/21/2020,4166
2/22/2020,4822
2/23/2020,4097
2/24/2020,4748
2/25/2020,3707
2/26/2020,4174
2/27/2020,4109
2/28/2020,6553
2/29/2020,4712
3/1/2020,3433
3/2/2020,4780
3/3/2020,3540
3/4/2020,4265
3/5/2020,4149
3/6/2020,3379
3/7/2020,2936
3/8/2020,3217
3/9/2020,3012
3/10/2020,3275
3/11/2020,3044
3/12/2020,4013
3/13/2020,3492
3/14/2020,2441
3/15/2020,2234
3/16/2020,2651
3/17/2020,3001
3/18/2020,2566
3/19/2020,2479
3/20/2020,2770
3/21/2020,2575
3/22/2020,2904
3/23/2020,2652
3/24/2020,2607
3/25/2020,2713
3/26/2020,2910
3/27/2020,2498
3/28/2020,3254
3/29/2020,2748
3/30/2020,2513
3/31/2020,2682
4/1/2020,2749
4/2/2020,2575
4/3/2020,2672
4/4/2020,2814
4/5/2020,2283
4/6/2020,3413
4/7/2020,4052
4/8/2020,3163
4/9/2020,2818
4/10/2020,2801
4/11/2020,3019
4/12/2020,2920
4/13/2020,3132
4/14/2020,4488
4/15/2020,3129
4/16/2020,4429
4/17/2020,3592
4/18/2020,5103
4/19/2020,5176
4/20/2020,4023
4/21/2020,5437
4/22/2020,5296
4/23/2020,5692
4/24/2020,4233
4/25/2020,3861
4/26/2020,5986
4/27/2020,4227
4/28/2020,4309
4/29/2020,4554
4/30/2020,4570
5/1/2020,6749
5/2/2020,5369
5/3/2020,5292
5/4/2020,3923
5/5/2020,4672
5/6/2020,4393
5/7/2020,3894
5/8/2020,3870
5/9/2020,4038
5/10/2020,2760
5/11/2020,3923
5/12/2020,4661
5/13/2020,4296
5/14/2020,5462
5/15/2020,3888
5/16/2020,3445
5/17/2020,3954
5/18/2020,5434
5/19/2020,5521
5/20/2020,5284
5/21/2020,5992
5/22/2020,4502
5/23/2020,3445
5/24/2020,4564
5/25/2020,5192
5/26/2020,4945
5/27/2020,4335
5/28/2020,3474
5/29/2020,5122
5/30/2020,4695
5/31/2020,3985
6/1/2020,4614
6/2/2020,4719
6/3/2020,3716
6/4/2020,4122
6/5/2020,4207
6/6/2020,4816
6/7/2020,3361
6/8/2020,6127
6/9/2020,5477
6/10/2020,5872
6/11/2020,4404
6/12/2020,3678
6/13/2020,5230
6/14/2020,5036
6/15/2020,4998
6/16/2020,5431
6/17/2020,8035
6/18/2020,5129
6/19/2020,4513
6/20/2020,3483
6/21/2020,3878
6/22/2020,5265
6/23/2020,5223
6/24/2020,4538
6/25/2020,3298
6/26/2020,3521
6/27/2020,3164
6/28/2020,4318
6/29/2020,4349
6/30/2020,3845
7/1/2020,4544
7/2/2020,4332
7/3/2020,4064
7/4/2020,4052
7/5/2020,3666
7/6/2020,5520
7/7/2020,5571
7/8/2020,5357
7/9/2020,4253
7/10/2020,10018
7/11/2020,5952
7/12/2020,5084
7/13/2020,7493
7/14/2020,5033
7/15/2020,3792
7/16/2020,4095
7/17/2020,3609
7/18/2020,
7/19/2020,3418
7/20/2020,3521
7/21/2020,4436
7/22/2020,5609
7/23/2020,7211
7/24/2020,6596
7/25/2020,7078
7/26/2020,5901
7/27/2020,6908
7/28/2020,5404
7/29/2020,7099
7/30/2020,8472
7/31/2020,6756
8/1/2020,8828
8/2/2020,12290
8/3/2020,11558
8/4/2020,9095
8/5/2020,7857
8/6/2020,10650
8/7/2020,11080
8/8/2020,6259
8/9/2020,6486
8/10/2020,6523
8/11/2020,5735
8/12/2020,6442
8/13/2020,8445
8/14/2020,8426
8/15/2020,6443
8/16/2020,5871
8/17/2020,6165
8/18/2020,5653
8/19/2020,5234
8/20/2020,5204
8/21/2020,4887
8/22/2020,5202
8/23/2020,6153
8/24/2020,6115
8/25/2020,6068
8/26/2020,7461
8/27/2020,9005
8/28/2020,6517
8/29/2020,6138
8/30/2020,5862
8/31/2020,6420
9/1/2020,12058
9/2/2020,7617
9/3/2020,6715
9/4/2020,5321
9/5/2020,5590
9/6/2020,9573
9/7/2020,9802
9/8/2020,8913
9/9/2020,5891
9/10/2020,6306
9/11/2020,7083
9/12/2020,6739
9/13/2020,9144
9/14/2020,7276
9/15/2020,8857
9/16/2020,6985
9/17/2020,8006
9/18/2020,8422
9/19/2020,8173
9/20/2020,7237
9/21/2020,5802
9/22/2020,6579
9/23/2020,6825
9/24/2020,8710
9/25/2020,11497
9/26/2020,7610
9/27/2020,6694
9/28/2020,7340
9/29/2020,5738
9/30/2020,5677
10/1/2020,8086
10/2/2020,11339
10/3/2020,7397
10/4/2020,9397
10/5/2020,8508
10/6/2020,5192
10/7/2020,11569
10/8/2020,13049
10/9/2020,14043
10/10/2020,6577
10/11/2020,8248
10/12/2020,7241
10/13/2020,8311
10/14/2020,9095
10/15/2020,8731
10/16/2020,12522
10/17/2020,15998
10/18/2020,21066
10/19/2020,19447
10/20/2020,15321
10/21/2020,8048
10/22/2020,8587
10/23/2020,6199
10/24/2020,7755
10/25/2020,9459
10/26/2020,8140
10/27/2020,6860
10/28/2020,9320
10/29/2020,8022
10/30/2020,7375
10/31/2020,5592
11/1/2020,7593
11/2/2020,11233
11/3/2020,7229
11/4/2020,6905
11/5/2020,6444
11/6/2020,7494
11/7/2020,7694
11/8/2020,6252
11/9/2020,11813
11/10/2020,8386
11/11/2020,13481
11/12/2020,9993
11/13/2020,8850
11/14/2020,10032
11/15/2020,12977
11/16/2020,10906
11/17/2020,13800
11/18/2020,6823
11/19/2020,6267
11/20/2020,9980
11/21/2020,10578
11/22/2020,9386
11/23/2020,10300
11/24/2020,7888
11/25/2020,5570
11/26/2020,6361
11/27/2020,8541
11/28/2020,7852
11/29/2020,8112
11/30/2020,11239
12/1/2020,12445
12/2/2020,7720
12/3/2020,7394
12/4/2020,6567
12/5/2020,4615
12/6/2020,7304
12/7/2020,7295
12/8/2020,8204
12/9/2020,12365
12/10/2020,7850
12/11/2020,5867
12/12/2020,5604
12/13/2020,7473
12/14/2020,6330
12/15/2020,5034
12/16/2020,12192
12/17/2020,10518
12/18/2020,13693
12/19/2020,10850
12/20/2020,8331
12/21/2020,8956
12/22/2020,6283
12/23/2020,7519
12/24/2020,6321
12/25/2020,5274
12/26/2020,7737
12/27/2020,11866
12/28/2020,11910
12/29/2020,6686
12/30/2020,6759
12/31/2020,6848
1/1/2021,6939
1/2/2021,8771
1/3/2021,19081
1/4/2021,20818
1/5/2021,12811
1/6/2021,13526
1/7/2021,11368
1/8/2021,10659
1/9/2021,9498
1/10/2021,12392
1/11/2021,14501
1/12/2021,10584
1/13/2021,9061
1/14/2021,9367
1/15/2021,16638
1/16/2021,9089
1/17/2021,9528
1/18/2021,11562
1/19/2021,30134
1/20/2021,14704
1/21/2021,14809
1/22/2021,10661
1/23/2021,9344
1/24/2021,13600
1/25/2021,18718
1/26/2021,12601
1/27/2021,13422
1/28/2021,14092
1/29/2021,14839
1/30/2021,12159
1/31/2021,9987
2/1/2021,12505
2/2/2021,23049
2/3/2021,22956
2/4/2021,18854
2/5/2021,19705
2/6/2021,16662
2/7/2021,13541
2/8/2021,15271
2/9/2021,20495
2/10/2021,15824
2/11/2021,12603
2/12/2021,14288
2/13/2021,12381
2/14/2021,12313
2/15/2021,14203
2/16/2021,18965
2/17/2021,17016
2/18/2021,17809
2/19/2021,13291
2/20/2021,17689
2/21/2021,10868
2/22/2021,15010
2/23/2021,16288
2/24/2021,12805
2/25/2021,11221
2/26/2021,12095
2/27/2021,11924
2/28/2021,11789
3/1/2021,11864
3/2/2021,11059
3/3/2021,13188
3/4/2021,10699
3/5/2021,12095
3/6/2021,9476
3/7/2021,14052
3/8/2021,13060
3/9/2021,13572
3/10/2021,12506
3/11/2021,16141
3/12/2021,18020
3/13/2021,17682
3/14/2021,14700
3/15/2021,14038
3/16/2021,15452
3/17/2021,12552
3/18/2021,15854
3/19/2021,17158
3/20/2021,12673
3/21/2021,13575
3/22/2021,20654
3/23/2021,16517
3/24/2021,15197
3/25/2021,18323
3/26/2021,15693
3/27/2021,12069
3/28/2021,11965
3/29/2021,22005
3/30/2021,15532
3/31/2021,18808
4/1/2021,8591
4/2/2021,10781
4/3/2021,34171
4/4/2021,28198
4/5/2021,13478
4/6/2021,8368
4/7/2021,32378
4/8/2021,33661
4/9/2021,27584
4/10/2021,28165
4/11/2021,22446
4/12/2021,27353
4/13/2021,35202
4/14/2021,44170
4/15/2021,34130
4/16/2021,37022
4/17/2021,27593
4/18/2021,44299
4/19/2021,34261
4/20/2021,24962
4/21/2021,27470
4/22/2021,24889
4/23/2021,16503
4/24/2021,21274
4/25/2021,16370
4/26/2021,15942
4/27/2021,19937
4/28/2021,29483
4/29/2021,40573
4/30/2021,31070
5/1/2021,32934
5/2/2021,22312
5/3/2021,45092
5/4/2021,32641
5/5/2021,24782
5/6/2021,36078
5/7/2021,31694
5/8/2021,29966
5/9/2021,21281
5/10/2021,33925
5/11/2021,23569
5/12/2021,31930
5/13/2021,25354
5/14/2021,23844
5/15/2021,18511
5/16/2021,19008
5/17/2021,23003
5/18/2021,30883
5/19/2021,47328
5/20/2021,31240
5/21/2021,29786
5/22/2021,26168
5/23/2021,26923
5/24/2021,25170
5/25/2021,23147
5/26/2021,29736
5/27/2021,29184
5/28/2021,33173
5/29/2021,28110
5/30/2021,18637
5/31/2021,20195
6/1/2021,18813
6/2/2021,18551
6/3/2021,17495
6/4/2021,20887
6/5/2021,36725
6/6/2021,27535
6/7/2021,26752
6/8/2021,20561
6/9/2021,29360
6/10/2021,26529
6/11/2021,25413
6/12/2021,26489
6/13/2021,26452
6/14/2021,37817
6/15/2021,34658
6/16/2021,19650
